,location_name,latitude,longitude
721,bowling green,37.16876666666667,-83.2112
722,duchesne,40.1753,-110.394
723,dubois,42.05246666666667,-102.89046666666668
724,elk city,39.500800000000005,-103.5926
725,mercer,42.17314,-90.71372
726,newport news,37.1051,-76.5185
727,lynchburg,36.18946,-83.90396
728,durango,39.91385,-99.32715
729,kenosha,42.5865,-87.8773
730,orangeburg,37.2708,-77.40395
731,auburn,40.27431875,-91.17411875
732,montebello,37.5736,-96.11215
733,lindale,33.34085,-90.29385
734,tucson,32.1541,-110.8787
735,richardson,32.9716,-96.7093
736,canyon,34.9911,-101.919
737,provo,41.7197,-107.7393
738,grinnell,40.431250000000006,-96.67775
739,leawood,37.9704,-94.5603
740,universal city,29.5521,-98.3074
741,palo alto,39.03830000000001,-99.15835
742,lanham,38.962,-76.8421
743,oldsmar,28.0506,-82.6698
744,west hollywood,34.0883,-118.3719
745,kimberling city,36.6441,-93.4239
746,hollister,37.28284,-101.20478
747,alvin,29.3872,-95.2938
748,aiken,33.5303,-81.7271
749,mount pleasant,37.91775833333333,-88.31173333333334
750,pasco,46.2506,-119.1305
751,helen,36.171,-82.5172
752,aurora,40.36006666666667,-94.51464666666666
753,sneads ferry,34.5564,-77.3824
754,holland,38.9037125,-90.6735125
755,smyrna,36.041875,-82.015225
756,verona,39.90378888888889,-87.40502222222221
757,englewood,37.23131428571429,-86.62114285714287
758,rohnert park,38.3479,-122.6965
759,groveland,36.55526666666668,-104.8131
760,black mountain,35.6144,-82.3274
761,clearlake,38.9589,-122.633
762,havre,48.5427,-109.6804
763,warren,40.776633333333336,-91.61464444444444
764,lugoff,34.2113,-80.6973
765,selma,36.341142857142856,-95.99917142857144
766,lusk,42.7613,-104.4584
767,elk mountain,41.6883,-106.4134
768,orange city,35.96855,-88.67235
769,globe,33.387,-110.7513
770,midlothian,37.80245,-85.32925
771,rawlins,41.7849,-107.2265
772,foley,38.3692,-90.772
773,woodland,39.04052727272727,-94.29918181818184
774,roxboro,36.3879,-78.9812
775,hartsville,36.6755,-83.9796
776,shady cove,42.6117,-122.8179
777,pendleton,38.07106,-95.18806
778,bronx,40.8501,-73.8662
779,captain cook,19.4995,-155.8937
780,santa barbara,34.4285,-119.7202
781,ely,43.01553333333334,-99.43603333333331
782,kirby,37.08305,-95.9102
783,kewaunee,44.4607,-87.5132
784,erie,41.70062,-93.56484
785,kingfisher,35.8444,-97.9386
786,canal winchester,39.8437,-82.8126
787,dalton,41.2856125,-87.6814375
788,monterey park,34.400400000000005,-112.3928
789,maumee,41.5696,-83.6636
790,mineral point,40.40435,-90.453
791,terre haute,39.466,-87.3751
792,euless,32.8508,-97.08
793,sugar land,29.5935,-95.6358
794,bigfork,47.916250000000005,-103.8538
795,moclips,47.2348,-124.2024
796,surprise,37.3931,-104.88
797,cupertino,37.3168,-122.0466
